"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"ANTONIO CARLOS DE OLIVEIRA";"A.C.";"Deputado Federal";4017;"PSB";"PSB";"Deferido";"Suplente"
"ABNER JOAS TOFANELLI";"ABNER TOFANELLI";"Deputado Federal";1250;"PDT";"PDT";"Deferido";"Não eleito"
"PAULO SERGIO ABOU ANNI";"ABOU ANNI";"Deputado Federal";4410;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ABRAHAM BRAGANÇA DE VASCONCELLOS WEINTRAUB";"ABRAHAM WEINTRAUB";"Deputado Federal";3501;"PMB";"PMB";"Deferido";"Não eleito"
"ADALBERTO FELICIO MALUF FILHO";"ADALBERTO MALUF";"Deputado Federal";4344;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"ADAMARIO MAXIMO DOS SANTOS FILHO";"ADAMARIO MAXIMO";"Deputado Federal";3008;"NOVO";"NOVO";"Deferido";"Suplente"
"ADAUTO BENTIVEGNA FILHO";"ADAUTO";"Deputado Federal";7025;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ADELAIDE CASTRO DE OLIVEIRA";"ADELAIDE OLIVEIRA";"Deputado Federal";1904;"PODE";"PODE";"Deferido";"Suplente"
"ADELSON DE SOUZA PENHA";"ADELSON DE SOUZA PENHA";"Deputado Federal";3606;"AGIR";"AGIR";"Deferido";"Não eleito"
"ADEMILSON DA CONCEIÇÃO CUNHA";"ADEMILSON CUNHA";"Deputado Federal";1095;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ADEMIR DA PENHA CLEMENTE";"ADEMIR CLEMENTE";"Deputado Federal";2874;"PRTB";"PRTB";"Deferido";"Não eleito"
"ADEMIR RODRIGUES PEREIRA";"ADEMIR PEREIRA";"Deputado Federal";7036;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ADÉRITO CÁSSIO DE ASSIS DUTRA";"ADÉRITO DUTRA";"Deputado Federal";5080;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ADEVAR CAMPANA";"ADEVAR CAMPANA";"Deputado Federal";5180;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ADILSON BARROSO OLIVEIRA";"ADILSON BARROSO";"Deputado Federal";2251;"PL";"PL";"Deferido";"Suplente"
"ADILSON DE BRITO FARIAS";"ADILSON FARIAS";"Deputado Federal";3004;"NOVO";"NOVO";"Deferido";"Suplente"
"ADONIAS FERREIRA DOS SANTOS";"ADO SANTOS";"Deputado Federal";2804;"PRTB";"PRTB";"Indeferido";"Não eleito"
"ADRIANA RAMOS AFONSO EL RIFAI";"ADRIANA AFONSO";"Deputado Federal";1422;"PTB";"PTB";"Renúncia";"Não eleito"
"ADRIANA ALVES DA SILVA RAMALHO";"ADRIANA RAMALHO";"Deputado Federal";5522;"PSD";"PSD";"Deferido";"Suplente"
"ADRIANA PIERIN";"ADRIANA VEGANE PIERIN";"Deputado Federal";7069;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ADRIANA MIGUEL VENTURA";"ADRIANA VENTURA";"Deputado Federal";3030;"NOVO";"NOVO";"Deferido";"Eleito por QP"
"ADRIANA GLEDYS ZINK";"ADRIANA ZINK";"Deputado Federal";4544;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ADRIANO GUIMARÃES SIMÕES";"ADRIANO GUIMARÃES";"Deputado Federal";1145;"PP";"PP";"Deferido";"Suplente"
"ADRIANO CESAR DA SILVEIRA ZAMBELLI";"ADRIANO SOPÓ";"Deputado Federal";1288;"PDT";"PDT";"Deferido";"Não eleito"
"ADRILLES REIS JORGE";"ADRILLES JORGE";"Deputado Federal";1414;"PTB";"PTB";"Deferido";"Não eleito"
"ROSINETE DA SILVA MOREIRA";"ADVOGADA ROSE MOREIRA";"Deputado Federal";1431;"PTB";"PTB";"Deferido";"Não eleito"
"AGNALDO APARECIDO DE ARAUJO";"AGNALDO ARAUJO";"Deputado Federal";7034;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"AGNALDO CRUZ DE OLIVEIRA";"AGNALDO OLIVEIRA";"Deputado Federal";5517;"PSD";"PSD";"Deferido";"Suplente"
"AGNALDO JOSÉ DOS SANTOS";"AGNALDO SANTOS";"Deputado Federal";3536;"PMB";"PMB";"Deferido";"Não eleito"
"AGOSTINHO FERREIRA GOMES";"AGOSTINHO GOMES";"Deputado Federal";5029;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"AILTON ALCANTARA DOS SANTOS";"AILTON ALCANTARA";"Deputado Federal";2733;"DC";"DC";"Indeferido";"Concorrendo"
"AILTON BISPO DOS ANJOS";"AILTON BISPO";"Deputado Federal";2029;"PSC";"PSC";"Deferido";"Suplente"
"UBIRATAN ALAN DE CARVALHO";"ALAN MARRA";"Deputado Federal";7703;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"RAFAEL ALBANEZ";"ALBANEZ CERATOCONE";"Deputado Federal";1433;"PTB";"PTB";"Deferido";"Não eleito"
"ALBERTINO FERREIRA DE OLIVEIRA";"ALBERTINO OLIVEIRA SAPOPEMBA";"Deputado Federal";5065;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ALBERTO PEREIRA MOURÃO";"ALBERTO MOURÃO";"Deputado Federal";1599;"MDB";"MDB";"Deferido";"Eleito por QP"
"ALCIDES FERNANDES BARBOSA";"ALCIDES FERNANDES";"Deputado Federal";1525;"MDB";"MDB";"Deferido";"Suplente"
"ALENCAR SANTANA BRAGA";"ALENCAR SANTANA";"Deputado Federal";1358;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Eleito por QP"
"ALESSANDRA ESQUIVEL PRANDI";"ALESSANDRA PRANDI";"Deputado Federal";1524;"MDB";"MDB";"Deferido";"Suplente"
"ALESSANDRA RUDOLPHO STRINGHETA BARBOSA";"ALESSANDRA STRINGHETA";"Deputado Federal";5140;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ALESSANDRA SOUZA VALIM";"ALESSANDRA VALIN";"Deputado Federal";1435;"PTB";"PTB";"Deferido";"Não eleito"
"ALESSANDRA REGINA VERGILIO";"ALESSANDRA VERGILIO";"Deputado Federal";3056;"NOVO";"NOVO";"Deferido";"Suplente"
"ALESSANDRO SONEGO DE ALMEIDA";"ALESSANDRO ALMEIDA";"Deputado Federal";1960;"PODE";"PODE";"Deferido";"Suplente"
"ALESSANDRO AZEVEDO DOS SANTOS";"ALESSANDRO AZEVEDO";"Deputado Federal";7075;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ALESSANDRO RUIZ MARTINEZ";"ALESSANDRO FATTIOLI";"Deputado Federal";5586;"PSD";"PSD";"Deferido";"Suplente"
"ALEX MACEDO DE SOUZA";"ALEX MACEDO";"Deputado Federal";4432;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ALEX SPINELLI MANENTE";"ALEX MANENTE";"Deputado Federal";2323;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Eleito por QP"
"ALEX DOS REIS";"ALEX REIS";"Deputado Federal";4413;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ALEXANDRE MARTINS RICCI";"ALEXANDRE BOSCHINI";"Deputado Federal";2873;"PRTB";"PRTB";"Indeferido";"Não eleito"
"ALEXANDRE LEITE DA SILVA";"ALEXANDRE LEITE";"Deputado Federal";4425;"UNIÃO";"UNIÃO";"Deferido";"Eleito por QP"
"ALEXANDRE ROCHA SANTOS PADILHA";"ALEXANDRE PADILHA";"Deputado Federal";1354;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Eleito por QP"
"ALEXANDRE MENDES PINHEIRO";"ALEXANDRE PINHEIRO";"Deputado Federal";3041;"NOVO";"NOVO";"Deferido";"Suplente"
"ALEXANDRE LUÍS NOBRE TERRERI";"ALEXANDRE TERRERI -REDE ANIMAL";"Deputado Federal";1880;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ALEXIS JOSEPH STEVERLYNCK FONTEYNE";"ALEXIS FONTEYNE";"Deputado Federal";3000;"NOVO";"NOVO";"Deferido";"Suplente"
"ALEXANDRE DONIZETE TEODORO";"ALEXIS JUNNIOR RADIALISTA";"Deputado Federal";2001;"PSC";"PSC";"Deferido";"Suplente"
"ALEXSANDRA RIBEIRO RODRIGUES DA SILVA";"ALEXSANDRA RIBEIRO";"Deputado Federal";4006;"PSB";"PSB";"Deferido";"Suplente"
"ALICE RIBEIRO CORDEIRO DE BARROS";"ALICE RIBEIRO";"Deputado Federal";5009;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ALINE CRISTINA DE SOUZA UBIDA";"ALINE ASSISTENTE SOCIAL";"Deputado Federal";7789;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ALLAN ARONI";"ALLAN ARONI";"Deputado Federal";2846;"PRTB";"PRTB";"Deferido";"Não eleito"
"ALLAN SERGIO NASCIMENTO";"ALLAN CARTEIRO";"Deputado Federal";3650;"AGIR";"AGIR";"Deferido";"Não eleito"
"ALTAIR CAMPANA";"ALTAIR CAMPANA";"Deputado Federal";1471;"PTB";"PTB";"Deferido";"Não eleito"
"ANTONIO EDUARDO ALTAVISTA";"ALTAVISTA";"Deputado Federal";2774;"DC";"DC";"Indeferido";"Concorrendo"
"ALUISIO LUNDGREN CORREA REGIS";"ALUISIO LUNDGREN";"Deputado Federal";9074;"PROS";"PROS";"Deferido";"Suplente"
"ALVARO EXPEDITO JERONYMO";"ÁLVARO JERONYMO QAE QSE";"Deputado Federal";5030;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"AMANDA SANTOS DA SILVA";"AMANDA SANTOS";"Deputado Federal";5132;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"MARCIO ALVARES DE SOUZA";"AMARELINHO";"Deputado Federal";2088;"PSC";"PSC";"Deferido";"Suplente"
"ANA FLÁVIA DE FARIAS ZENAIDE";"ANA FLAVIA";"Deputado Federal";7097;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ANA PAULA TAVARES DE OLIVEIRA GOFFI";"ANA GOFFI";"Deputado Federal";1513;"MDB";"MDB";"Deferido";"Suplente"
"ANA CLÁUDIA FERREIRA DE PAIVA";"ANA PAIVA";"Deputado Federal";1240;"PDT";"PDT";"Deferido";"Não eleito"
"ANDERSON GOMES DE CAMPOS";"ANDERSON AMEM";"Deputado Federal";2886;"PRTB";"PRTB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"ANDERSON LUIZ BIANCHINI";"ANDERSON BIANCHINI";"Deputado Federal";9034;"PROS";"PROS";"Deferido";"Suplente"
"ANDERSON GONDIM SAMPAIO";"ANDERSON SAMPAIO";"Deputado Federal";1476;"PTB";"PTB";"Deferido";"Não eleito"
"ANDERSON SEVERIANO GOMES";"ANDERSON SEVERIANO";"Deputado Federal";1805;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"CARLOS ANDRÉ FURTADO";"ANDRÉ BOKINHA";"Deputado Federal";7014;"AVANTE";"AVANTE";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"ANDRE EDUARDO RIBEIRO";"ANDRE DO VIVA";"Deputado Federal";5155;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ANDRÉ LUIS DE MORAES";"ANDRÉ GAETTA";"Deputado Federal";1254;"PDT";"PDT";"Deferido";"Não eleito"
"ANDRE LUIS RAMOS PEDROSO";"ANDRE PEDROSO";"Deputado Federal";1438;"PTB";"PTB";"Deferido";"Não eleito"
"ANDRE HENRIQUE BUENO DE OLIVEIRA";"ANDRE VILÃO";"Deputado Federal";5113;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ANDRÉA DE OLIVEIRA MORAES";"ANDRÉA MORAES";"Deputado Federal";3031;"NOVO";"NOVO";"Deferido";"Suplente"
"ANDRÉA CRISTINA PRADELLA";"ANDRÉA PRADELLA";"Deputado Federal";9025;"PROS";"PROS";"Deferido";"Suplente"
"ANDRÉA REIS DUARTE";"ANDRÉA REIS";"Deputado Federal";7088;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ANDRÉIA ALVES DO AMARAL";"ANDRÉIA AMARAL";"Deputado Federal";1041;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ANDREIA APARECIDA GOMES DE SOUSA FERNANDES";"ANDREIA DA FARMÁCIA";"Deputado Federal";7773;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ANDRÉIA ROSA DA SILVA TOFOLO";"ANDREIA TOFOLLO";"Deputado Federal";7707;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ANDREIA VAZ TOSTES IRENTE";"ANDREIA VAZ";"Deputado Federal";1508;"MDB";"MDB";"Deferido";"Suplente"
"ANE CAROLINE SOLLAR PEREIRA";"ANE SOLLAR";"Deputado Federal";4002;"PSB";"PSB";"Deferido";"Suplente"
"ANETE MARIA PIZZIMENTI";"ANETE PIZZIMENTI";"Deputado Federal";2888;"PRTB";"PRTB";"Deferido";"Não eleito"
"ANGELA BARBOSA DOS SANTOS";"ANGELA BARBOSA";"Deputado Federal";7765;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ANGELA ISABEL RODRIGUES";"ANGELA RODRIGUES";"Deputado Federal";2843;"PRTB";"PRTB";"Deferido";"Não eleito"
"FLAVIANE MENESES AQUINO";"ANNE DO ACARAJE";"Deputado Federal";1416;"PTB";"PTB";"Deferido";"Não eleito"
"ANTONIO CARLOS RODRIGUES";"ANTONIO CARLOS RODRIGUES";"Deputado Federal";2211;"PL";"PL";"Deferido";"Eleito por QP"
"ANTONIO MARCOS DA SILVA POLYCENO";"ANTONIO MARCOS POLYCENO";"Deputado Federal";7094;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ANTONIO CARLOS DA MOTTA";"ANTONIO MOTTA";"Deputado Federal";3012;"NOVO";"NOVO";"Deferido";"Suplente"
"ANTONIO FERNANDES DOS SANTOS NETO";"ANTONIO NETO";"Deputado Federal";1200;"PDT";"PDT";"Deferido";"Não eleito"
"ANTÔNIO OCILIO VASCONCELOS DA SILVA";"ANTÔNIO OCILIO";"Deputado Federal";5011;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"JONATHAN CRISTIANO RODRIGUES DA SILVA SALES";"ANUXA SALES";"Deputado Federal";4557;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Renúncia";"Concorrendo"
"APARECIDO RUBENS DE ANDRADE";"APARECIDO RUBENS DE ANDRADE";"Deputado Federal";9065;"PROS";"PROS";"Deferido";"Suplente"
"MARCIO AUGUSTO DE MEDEIROS";"APRESENTADOR MARCIO AUGUSTO";"Deputado Federal";1444;"PTB";"PTB";"Indeferido";"Concorrendo"
"ARIADNA THALIA DA SILVA ARANTES";"ARIADNA ARANTES";"Deputado Federal";4065;"PSB";"PSB";"Deferido";"Suplente"
"GRACIANO ARILSON DOS SANTOS";"ARILSON";"Deputado Federal";2045;"PSC";"PSC";"Deferido";"Suplente"
"ISABEL ALINE ROSA";"ARLEQUINA COSPLAY";"Deputado Federal";3553;"PMB";"PMB";"Deferido";"Não eleito"
"ARLINDO CHIGNALIA JUNIOR";"ARLINDO CHINAGLIA";"Deputado Federal";1322;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Eleito por QP"
"ARMANDO FERREIRO RODRIGUES";"ARMANDINHO FERREIRO";"Deputado Federal";1562;"MDB";"MDB";"Deferido";"Suplente"
"ARMANDO INFANTI JUNIOR";"ARMANDO INFANTI JR";"Deputado Federal";5138;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ARNALDO CALIL PEREIRA JARDIM";"ARNALDO JARDIM";"Deputado Federal";2345;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Eleito por QP"
"ARNALDO SALVETTI PALACIO JUNIOR";"ARNALDO SALVETTI";"Deputado Federal";1587;"MDB";"MDB";"Deferido";"Suplente"
"FRANCISCO DE ASSIS CARVALHO ARTEN";"ARTEN";"Deputado Federal";1526;"MDB";"MDB";"Deferido";"Suplente"
"ARTHUR MARIO PINHEIRO MACHADO";"ARTHUR P. MACHADO";"Deputado Federal";1050;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ARTHUR BRAGANCA DE VASCONCELLOS WEINTRAUB";"ARTHUR WEINTRAUB";"Deputado Federal";3502;"PMB";"PMB";"Deferido";"Não eleito"
"ARTUR ROGÉRIO GUIMARÃES";"ARTUR GUIMARÃES";"Deputado Federal";3381;"PMN";"PMN";"Deferido";"Não eleito"
"POLLYANNA DO VALLE ATAGIBA";"ATAGIBA";"Deputado Federal";1300;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"MARIA AUGUSTA FERREIRA FONSECA";"AUGUSTA";"Deputado Federal";4417;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JOSÉ AUGUSTO BARBOSA DA SILVA";"AUGUSTO";"Deputado Federal";3355;"PMN";"PMN";"Deferido";"Não eleito"
"AUGUSTO DE ARRUDA BOTELHO NETO";"AUGUSTO DE ARRUDA BOTELHO";"Deputado Federal";4004;"PSB";"PSB";"Deferido";"Suplente"
"JOSÉ AUGUSTINHO DOS SANTOS";"AUGUSTO DO JORNAL";"Deputado Federal";3626;"AGIR";"AGIR";"Deferido";"Não eleito"
"AURELIA CINAQUI AMARAL";"AURELIA CINAQUI";"Deputado Federal";2082;"PSC";"PSC";"Deferido";"Suplente"
"AYRTON JOSÉ RODRIGUES";"AYRTON LABORATTI";"Deputado Federal";2772;"DC";"DC";"Indeferido";"Concorrendo"
"ELIZARDE DA SILVA SOUSA";"BAIANA DO SANTA RITA";"Deputado Federal";1143;"PP";"PP";"Deferido";"Suplente"
"LUIZ FELIPE BALEIA TENUTO ROSSI";"BALEIA ROSSI";"Deputado Federal";1515;"MDB";"MDB";"Deferido";"Eleito por QP"
"BARBARA HUYARA DE OLIVEIRA VICTORIANO KOGOS";"BARBARA KOGOS";"Deputado Federal";1069;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"BEATRIZ BARBIERE OLIVEIRA";"BEATRIZ BARBIERE";"Deputado Federal";2110;"PCB";"PCB";"Deferido";"Não eleito"
"BEATRIZ CAROLINA REIS";"BEATRIZ REIS";"Deputado Federal";2842;"PRTB";"PRTB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"REGINALDO BELARMINO DA SILVA";"BELARMINO";"Deputado Federal";2815;"PRTB";"PRTB";"Deferido";"Não eleito"
"BENEDITO APARECIDO DA SILVA";"BENE DANITA";"Deputado Federal";1064;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"BERNARDO LERER";"BERNARDO LERER";"Deputado Federal";1314;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"MASSAEL BESSA DA SILVA";"BESSA";"Deputado Federal";1152;"PP";"PP";"Deferido";"Suplente"
"ROBERTO NOVAES REIS";"BETO NOVAES REIS";"Deputado Federal";4016;"PSB";"PSB";"Deferido";"Suplente"
"MARIA ISABEL LOPES DA CUNHA SOARES";"BEZINHA SOARES";"Deputado Federal";1833;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"BIANCA COLEPICOLO";"BIANCA";"Deputado Federal";1133;"PP";"PP";"Deferido";"Suplente"
"BIANCA MARIA DELLA SANTA PIMENTA";"BIANCA PIMENTA";"Deputado Federal";9066;"PROS";"PROS";"Deferido";"Suplente"
"LUIS CLAUDIO BILI LINS DA SILVA";"BILI";"Deputado Federal";7760;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"SEVERINO DE OLIVEIRA MELO";"BILLA MUDANÇAS";"Deputado Federal";3672;"AGIR";"AGIR";"Deferido";"Não eleito"
"MANOEL DOS SANTOS SILVA IRMAO";"BIN LADEN GARI";"Deputado Federal";3689;"AGIR";"AGIR";"Deferido";"Não eleito"
"UBIRATAN FIM MENDES";"BIRA DA AUTOESCOLA";"Deputado Federal";7002;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"MARIA CELESTE JUSTA";"BISPA JUSTA";"Deputado Federal";1436;"PTB";"PTB";"Deferido";"Não eleito"
"ANDRÉ ALMEIDA MILIAN";"BISPO ANDRE ALMEIDA";"Deputado Federal";3607;"AGIR";"AGIR";"Indeferido";"Não eleito"
"ROSILAINE APARECIDA DOS SANTOS BRANDÃO";"BOMBEIRA SARGENTO BRANDÃO";"Deputado Federal";2229;"PL";"PL";"Deferido";"Suplente"
"WILSON CAPUTO SANT'ANNA";"BOMBEIRO CAPUTO";"Deputado Federal";2793;"DC";"DC";"Indeferido";"Concorrendo"
"JHONATAN ARAUJO PANHAGUA";"BOMBEIRO PR JHONATAN";"Deputado Federal";1156;"PP";"PP";"Deferido";"Suplente"
"ROBERVAL BARBOSA DE JESUS";"BRONK'S";"Deputado Federal";3661;"AGIR";"AGIR";"Deferido";"Não eleito"
"BRUNA KARINI DA SILVA";"BRUNA KARINI";"Deputado Federal";3078;"NOVO";"NOVO";"Deferido";"Suplente"
"BRUNO AREVALO GANEM";"BRUNO GANEM";"Deputado Federal";1910;"PODE";"PODE";"Deferido";"Eleito por QP"
"BRUNO MADEIRA DE CARVALHO";"BRUNO MADEIRA";"Deputado Federal";1454;"PTB";"PTB";"Deferido";"Não eleito"
"BRUNO MARINHO BARCELLOS";"BRUNO MARINHO NETO";"Deputado Federal";2808;"PRTB";"PRTB";"Deferido";"Não eleito"
"BRUNO SCAFFIDI";"BRUNO SCAFFIDI";"Deputado Federal";5510;"PSD";"PSD";"Deferido";"Suplente"
"ANDERSON CAVANHA";"BRUXÃO CAVANHA";"Deputado Federal";2282;"PL";"PL";"Deferido";"Suplente"
"RAFAEL BRUXELLAS PARRA";"BRUXELLAS";"Deputado Federal";1340;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"MARCELO FRANCISCO DE LACERDA";"CABELO";"Deputado Federal";3346;"PMN";"PMN";"Deferido";"Não eleito"
"JOSE ROBERTO BARBOSA DE SOUZA";"CABO BARBOSA";"Deputado Federal";4447;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FRANCISCO ALVES DA SILVA";"CABO CHIQUINHO";"Deputado Federal";7023;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"FAUSTO ALVES RAMALHO";"CABO FAUSTO RAMALHO";"Deputado Federal";1097;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"GILBERTO MACHADO DE OLIVEIRA MARQUES";"CABO GIL MARQUES";"Deputado Federal";7027;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"VANESSA CRISTINA DE ROSSI";"CABO ROSSI";"Deputado Federal";4090;"PSB";"PSB";"Deferido";"Suplente"
"SAMUEL VITOR PEREIRA BERNARDI";"CABO SAMUEL";"Deputado Federal";1107;"PP";"PP";"Deferido";"Suplente"
"ADOLFO TIMOTIO";"CACIQUE ADOLFO MANDATA RAÍZES";"Deputado Federal";1810;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"MARCIO ANTONIO DE OLIVEIRA";"CAFÉ PIPAS";"Deputado Federal";9010;"PROS";"PROS";"Renúncia";"Não eleito"
"CAIO BIANCHI BECHARA";"CAIO BIANCHI";"Deputado Federal";3006;"NOVO";"NOVO";"Renúncia";"Não eleito"
"CAIO AUGUSTO SILVA DOS SANTOS";"CAIO SANTOS";"Deputado Federal";4441;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"CAIO LYSIAS SPINA";"CAIO SPINA";"Deputado Federal";3300;"PMN";"PMN";"Deferido";"Não eleito"
"LUIZ CLAUDIO NOGAROTO AMARAL";"CAL NOGAROTO";"Deputado Federal";1940;"PODE";"PODE";"Deferido";"Suplente"
"JOSE CAMILO GAVA NETO";"CAMILO GAVA";"Deputado Federal";1440;"PTB";"PTB";"Renúncia";"Concorrendo"
"EDUARDO CAMILO TERRA DOS SANTOS";"CAMILO TERRA";"Deputado Federal";2155;"PCB";"PCB";"Deferido";"Não eleito"
"ELIANE CRISTINA CAMARGO";"CANTORA ELIANE CAMARGO";"Deputado Federal";7049;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"JULIANA PINTO GONÇALVES";"CAPITÃ MÉDICA JULIANA";"Deputado Federal";1490;"PTB";"PTB";"Deferido";"Não eleito"
"JOSÉ AUGUSTO ROSA";"CAPITÃO AUGUSTO";"Deputado Federal";2200;"PL";"PL";"Deferido";"Eleito por QP"
"GUILHERME MURARO DERRITE";"CAPITÃO DERRITE";"Deputado Federal";2290;"PL";"PL";"Deferido";"Eleito por QP"
"ELIAS BONFIM AGUIAR DE SOUZA";"CAPITÃO ELIAS BONFIM";"Deputado Federal";1066;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"DANILO ANDRÉ MOSER";"CAPITÃO MOSER";"Deputado Federal";2818;"PRTB";"PRTB";"Deferido";"Não eleito"
"ANDRÉ DA SILVA ROSA";"CAPITÃO SILVA ROSA";"Deputado Federal";7012;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"CARLOS ALBERTO DE SOUZA";"CAPITÃO SOUZA";"Deputado Federal";2212;"PL";"PL";"Deferido";"Suplente"
"CARINA BALBINO CARNEIRO";"CARINA CARNEIRO";"Deputado Federal";1126;"PP";"PP";"Deferido";"Suplente"
"CARLA CRISTINA MASSARO FLORES";"CARLA FLORES";"Deputado Federal";1503;"MDB";"MDB";"Deferido";"Suplente"
"CARLA GUIDINI SANTAGUITA NEGRINI";"CARLA GUIDINI";"Deputado Federal";4558;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Renúncia";"Concorrendo"
"CARLA ZAMBELLI SALGADO DE OLIVEIRA";"CARLA ZAMBELLI";"Deputado Federal";2210;"PL";"PL";"Deferido";"Eleito por QP"
"CARLOS ANTONIO FERREIRA DOS SANTOS";"CARLÃO DA PROTEÇÃO";"Deputado Federal";5105;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"JOSE CARLOS FERREIRA BARBOSA";"CARLINHOS BARBOSA";"Deputado Federal";1473;"PTB";"PTB";"Deferido";"Não eleito"
"CARLOS ALBERTO CANTELLI";"CARLINHOS CANTELLI";"Deputado Federal";3680;"AGIR";"AGIR";"Deferido";"Não eleito"
"JOSÉ CARLOS DO NASCIMENTO REIS";"CARLINHOS NEGÃO";"Deputado Federal";2714;"DC";"DC";"Indeferido";"Não eleito"
"CARLO CAUTI";"CARLO CAUTI";"Deputado Federal";3025;"NOVO";"NOVO";"Renúncia";"Concorrendo"
"CARLOS ALBERTO ADÃO";"CARLOS ADÃO";"Deputado Federal";7024;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"CARLOS AUGUSTO LESSA";"CARLOS AUGUSTO LESSA";"Deputado Federal";2783;"DC";"DC";"Deferido";"Não eleito"
"CARLOS HENRIQUE DARDE";"CARLOS DARDÉ";"Deputado Federal";3653;"AGIR";"AGIR";"Deferido";"Não eleito"
"CARLOS PIRES DE LIMA";"CARLOS PIRES";"Deputado Federal";4068;"PSB";"PSB";"Deferido";"Suplente"
